Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
The Sims 2: Nightlife,2005.0,Electronic Arts,1.22,0.05,0.0,0.0,1.27,100.0,,100.0,PC,Simulation,7.974993246332204
Real Pool,2000.0,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.28,100.0,,100.0,PS2,Sports,7.143752668141555
Street Fighter Anniversary Collection,2004.0,Capcom,0.32,0.25,0.0,0.08,0.66,100.0,,100.0,PS2,Fighting,7.36260801312537
Captain Morgane and the Golden Turtle,2012.0,Reef Entertainment,0.0,0.03,0.0,0.0,0.03,100.0,,100.0,DS,Adventure,7.156745473724487
Project CARS,2015.0,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04,100.0,,100.0,PS4,Racing,8.109375584300647
Forza Motorsport 6,2015.0,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74,100.0,,100.0,XOne,Racing,7.409844793983821
Eyeshield 21: Field Saikyou no Senshi Tachi,2007.0,Nintendo,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,Wii,Role-Playing,7.121317305044263
Resonance of Fate,2010.0,Sega,0.2,0.22,0.24,0.09,0.74,100.0,,100.0,PS3,Role-Playing,7.981626778731425
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,1996.0,GT Interactive,0.52,0.36,0.0,0.06,0.94,100.0,,100.0,PS,Misc,7.3
Fire Emblem: Seisen no Keifu,1996.0,Nintendo,0.0,0.0,0.58,0.0,0.58,100.0,,100.0,SNES,Strategy,7.136601143130609
Ultimate Fighting Championship: Throwdown,2002.0,Ubisoft,0.16,0.12,0.0,0.04,0.32,100.0,,100.0,PS2,Fighting,7.238325811786764
Army Men: Soldiers of Misfortune,2008.0,Zoo Games,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,Wii,Shooter,7.064685621371939
Super Robot Taisen: Original Generation,2002.0,Banpresto,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Role-Playing,7.118098893888646
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2010.0,Foreign Media Games,0.08,0.04,0.0,0.01,0.13,100.0,,100.0,DS,Adventure,7.16341530956755
MediEvil II,1999.0,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38,100.0,,100.0,PS,Action,6.945680026084629
Toukiden: The Age of Demons,2013.0,Tecmo Koei,0.05,0.05,0.25,0.03,0.38,100.0,,100.0,PSV,Action,6.931348475185435
NightCaster,2002.0,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13,100.0,,100.0,XB,Action,7.414271074276352
Dragon Tales: Dragon Seek,2000.0,Ubisoft,0.05,0.03,0.0,0.01,0.09,100.0,,100.0,PS,Platform,7.149643292277871
Jet Moto,1996.0,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,100.0,,100.0,PS,Racing,7.7
Final Fantasy XII International Zodiac Job System,2007.0,Square Enix,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,PS2,Role-Playing,7.12880696484865
Mimana Iyar Chronicle,2009.0,GungHo,0.07,0.0,0.01,0.01,0.09,100.0,,100.0,PSP,Role-Playing,7.38851570963229
Bae Yong-joon to Manabu Kankokugo DS,2009.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,DS,Misc,6.886128772685406
Dance Paradise,2010.0,Mindscape,0.1,0.01,0.0,0.01,0.12,100.0,,100.0,X360,Misc,6.751135271919408
Bejeweled 2 Deluxe,2006.0,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,PC,Puzzle,6.707445809749305
Enclave,2002.0,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,100.0,,100.0,XB,Adventure,7.6079865592501505
Code:Realize - Sousei no Himegimi,2014.0,Idea Factory,0.09,0.0,0.03,0.03,0.15,100.0,,100.0,PSV,Adventure,7.253112578651216
Wave Race 64,1996.0,Nintendo,1.98,0.58,0.34,0.04,2.94,100.0,,100.0,N64,Racing,8.26434510915027
Call of Duty: World at War Final Fronts,2008.0,Activision,0.61,0.18,0.0,0.94,1.72,100.0,,100.0,PS2,Shooter,7.386457453424417
NASCAR Heat,2000.0,Hasbro Interactive,0.22,0.15,0.0,0.03,0.39,100.0,,100.0,PS,Racing,6.681346107974075
World Stadium 3,1999.0,Namco Bandai Games,0.0,0.0,0.31,0.02,0.33,100.0,,100.0,PS,Sports,7.266834452653415
Every Extend Extra,2006.0,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11,100.0,,100.0,PSP,Shooter,7.159336637426914
Entaku no Seito: The Eternal Legend,2012.0,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Role-Playing,7.104635157503874
Pokemon Rumble World,2015.0,Nintendo,0.0,0.01,0.08,0.0,0.09,100.0,,100.0,3DS,Action,6.696891853976264
Princess Arthur,2013.0,Idea Factory,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Misc,6.851414081860645
Mr. Driller 2,2001.0,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,100.0,,100.0,GBA,Puzzle,7.106669493156849
Boogie SuperStar,2008.0,Electronic Arts,0.2,0.02,0.0,0.02,0.24,100.0,,100.0,Wii,Misc,6.803848984594221
MonHun Nikki: Poka Poka Ailu Mura,2010.0,Capcom,0.0,0.0,0.6,0.0,0.6,100.0,,100.0,PSP,Role-Playing,7.202233305664075
G1 Jockey 2,2000.0,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PS2,Sports,6.987659437982396
Phantasy Star Portable 2: Infinity,2011.0,Sega,0.0,0.0,0.37,0.0,0.37,100.0,,100.0,PSP,Role-Playing,7.39953677962018
Itadaki Street 2: Neon Sign wa Bara Iro ni,1994.0,Enix Corporation,0.0,0.0,0.29,0.0,0.29,100.0,,100.0,SNES,Misc,6.796933720058741
Miracle Girls Festival,2015.0,Sega,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,PSV,Misc,6.791194019671478
Katekyoo Hitman Reborn! Kizuna no Tag Battle,2010.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSP,Fighting,6.770400364593684
Archer Maclean's Mercury,2005.0,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,100.0,,100.0,PSP,Puzzle,6.061691733452894
Dino Stalker,2002.0,Capcom,0.07,0.06,0.08,0.02,0.22,100.0,,100.0,PS2,Shooter,6.973967910040895
Pokemon Black/Pokemon White,2010.0,Nintendo,5.57,3.28,5.65,0.82,15.32,100.0,,100.0,DS,Role-Playing,9.029994576627969
StormLover Karen!!,2011.0,D3Publisher,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSP,Adventure,6.850273525173419
The Lord of the Rings: War in the North,2011.0,Warner Bros. Interactive Entertainment,0.25,0.45,0.01,0.15,0.86,100.0,,100.0,PS3,Action,7.096527931696622
Bratz: Rock Angelz,2004.0,THQ,0.39,0.14,0.0,0.01,0.54,100.0,,100.0,GBA,Misc,6.522483268931827
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,2007.0,Tecmo Koei,0.0,0.0,0.22,0.0,0.22,100.0,,100.0,DS,Adventure,6.995798011672846
Need for Speed Carbon: Own the City,2006.0,Electronic Arts,0.87,0.98,0.0,0.59,2.44,100.0,,100.0,PSP,Racing,7.922852962103237
Boot Camp Academy,2010.0,Zoo Games,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,Wii,Action,7.036130191142517
Zangeki no Reginleiv,2010.0,Nintendo,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,Wii,Action,6.671053055472361
Who wants to be a millionaire,1999.0,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94,100.0,,100.0,PC,Misc,7.233729095588093
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006.0,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Adventure,7.064740491902365
EyeToy: Operation Spy,2005.0,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,100.0,,100.0,PS2,Action,7.15748210870675
Momotarou Dentetsu Happy,1996.0,Hudson Soft,0.0,0.0,0.32,0.0,0.32,100.0,,100.0,SNES,Misc,6.845916160787534
Ojyousama Express,1998.0,Media Works,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PS,Strategy,7.118537490066156
Castlevania: The Dracula X Chronicles,2007.0,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42,100.0,,100.0,PSP,Platform,7.593436605001912
Jet Moto 2,1997.0,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,100.0,,100.0,PS,Racing,8.1
Invizimals: Shadow Zone,2010.0,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.3,100.0,,100.0,PSP,Strategy,7.21150660177164
Namco Museum Megamix,2010.0,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,100.0,,100.0,Wii,Misc,6.750416437310247
NCAA Football 10,2009.0,Electronic Arts,0.87,0.0,0.0,0.07,0.94,100.0,,100.0,X360,Sports,8.499679895189285
Jikkyou Powerful Pro Yakyuu 2009,2009.0,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,100.0,,100.0,PS2,Sports,7.021996240568754
Street Fighter Collection,1996.0,Capcom,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,SAT,Fighting,6.844621201942539
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,2010.0,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,100.0,,100.0,PS3,Action,6.667815971421265
Syphon Filter: The Omega Strain,2004.0,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76,100.0,,100.0,PS2,Shooter,7.075875161555034
Carmageddon: Max Damage,2016.0,Stainless Games,0.01,0.01,0.0,0.0,0.01,100.0,,100.0,XOne,Action,7.066659079645111
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,TDK Mediactive,0.93,0.34,0.0,0.02,1.29,100.0,,100.0,GBA,Platform,4.4
Project: Horned Owl,1995.0,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11,100.0,,100.0,PS,Shooter,7.409330807564269
Planet Puzzle League,2007.0,Nintendo,0.14,0.01,0.16,0.01,0.33,100.0,,100.0,DS,Puzzle,7.452422965688591
Golden Axe: The Duel,1994.0,Sega,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,SAT,Fighting,6.884938091942617
Muramasa: The Demon Blade,2009.0,Rising Star Games,0.33,0.13,0.11,0.04,0.61,100.0,,100.0,Wii,Role-Playing,8.184629924193393
Hyakka Yakou,2015.0,Unknown,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Action,7.058375713346138
Sports Champions,2010.0,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,100.0,,100.0,PS3,Sports,8.42506261450543
echochrome,2008.0,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09,100.0,,100.0,PSP,Puzzle,7.190736394434348
Super Hero Generation,2014.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSV,Role-Playing,7.421864974657798
Dragon Warrior II,1987.0,Enix Corporation,0.15,0.0,2.41,0.0,2.56,100.0,,100.0,NES,Role-Playing,8.8
Steel Battalion: Heavy Armor,2012.0,Capcom,0.08,0.03,0.02,0.01,0.13,100.0,,100.0,X360,Misc,6.782180783812622
Puzzle Quest 2,2010.0,D3Publisher,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,DS,Puzzle,6.663007331880841
Super Robot Gakuen,2009.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,DS,Adventure,7.025587549242292
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,2014.0,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,3DS,Action,6.951542280018641
Marvel Super Hero Squad,2009.0,THQ,0.37,0.02,0.0,0.03,0.42,100.0,,100.0,DS,Fighting,7.563142152673778
Fighter Destiny 2,1999.0,Imagineer,0.04,0.01,0.0,0.0,0.05,100.0,,100.0,N64,Fighting,7.362625216521536
Rugby 2004,2003.0,Electronic Arts,0.11,0.08,0.0,0.03,0.22,100.0,,100.0,PS2,Sports,7.106161867081669
Madden NFL 2001,2000.0,Electronic Arts,1.58,0.05,0.0,0.04,1.67,100.0,,100.0,PS,Sports,8.2
Brigandine: The Legend of Forsena,1998.0,Atlus,0.05,0.03,0.0,0.01,0.09,100.0,,100.0,PS,Strategy,7.062788048548771
Music Maker,2001.0,Magix,0.15,0.12,0.0,0.04,0.31,100.0,,100.0,PS2,Misc,6.862573558415997
Panzer Tactics,2007.0,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Strategy,7.044713790704556
Jak II,2003.0,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,100.0,,100.0,PS2,Platform,9.0
Jikkyou Powerful Pro Yakyuu 2012,2012.0,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,100.0,,100.0,PS3,Action,6.563139694262576
FIFA 99,1998.0,Electronic Arts,0.11,0.39,0.0,0.03,0.54,100.0,,100.0,N64,Sports,7.161324809502335
Tony Hawk's Proving Ground,2007.0,Activision,0.55,0.02,0.0,0.09,0.66,100.0,,100.0,PS2,Sports,7.5620109279000705
Tsuki no Hikari: Shizumeru Kane no Satsujin,2002.0,Victor Interactive,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.863653331998691
The Eye of Judgment,2007.0,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.34,100.0,,100.0,PS3,Misc,6.740558137422857
Logic Machines,2009.0,City Interactive,0.04,0.0,0.0,0.0,0.04,100.0,,100.0,DS,Puzzle,6.766668853128135
Jikkyou Powerful Pro Yakyuu 4,1997.0,Konami Digital Entertainment,0.0,0.0,0.26,0.05,0.31,100.0,,100.0,N64,Sports,7.40203032928049
Disney Fairies: Tinker Bell and the Lost Treasure,2009.0,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04,100.0,,100.0,DS,Adventure,7.185072046229808
Borderlands: The Handsome Collection,2015.0,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84,100.0,,100.0,PS4,Shooter,7.315061039152859
Bomberman Land Touch!,2006.0,Rising Star Games,0.04,0.0,0.04,0.0,0.09,100.0,,100.0,DS,Puzzle,7.073895991837982
Create,2010.0,Electronic Arts,0.22,0.03,0.0,0.02,0.26,100.0,,100.0,Wii,Action,6.966409663239764
Lucian Bee's: Justice Yellow / Evil Violet,2010.0,5pb,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,PS2,Adventure,6.6634242251023865
Family Feud: 2012 Edition,2011.0,Ubisoft,0.19,0.0,0.0,0.01,0.2,100.0,,100.0,Wii,Misc,6.769366622177806
Orega Kantoku Da! Gekitou Pennant Race,2000.0,Enix Corporation,0.0,0.0,0.08,0.0,0.08,100.0,,100.0,PS2,Sports,6.859667239934781
Spyro: Enter the Dragonfly,2002.0,Universal Interactive,0.74,0.95,0.0,0.28,1.97,100.0,,100.0,PS2,Platform,4.7
Dead to Rights,2002.0,Electronic Arts,0.67,0.52,0.0,0.17,1.36,100.0,,100.0,PS2,Shooter,7.353
Dynasty Warriors Vol. 2,2006.0,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,100.0,,100.0,PSP,Action,7.002182310026529
Gran Turismo 4,2004.0,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,100.0,,100.0,PS2,Racing,8.819991986563679
Madden NFL 98,1997.0,Electronic Arts,1.29,0.03,0.0,0.03,1.35,100.0,,100.0,PS,Sports,8.8
FIFA Soccer 2003,2002.0,Electronic Arts,0.46,2.28,0.05,0.61,3.4,100.0,,100.0,PS2,Sports,8.1
Tetris DS,2006.0,Nintendo,0.64,0.07,1.35,0.08,2.13,100.0,,100.0,DS,Puzzle,8.044112300019924
Classic Word Games,2009.0,Ubisoft,0.09,0.37,0.0,0.07,0.52,100.0,,100.0,DS,Misc,6.8460738950201305
Monster! Bass Fishing,2003.0,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05,100.0,,100.0,GBA,Sports,6.943388658290031
Garfield: A Tale of Two Kitties,2006.0,Game Factory,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,DS,Platform,7.236078056584986
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004.0,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,100.0,,100.0,PS2,Adventure,7.324893868430659
Assassin's Creed II: Discovery,2009.0,Ubisoft,0.15,0.11,0.0,0.03,0.28,100.0,,100.0,DS,Action,6.936533859289964
RC Revenge Pro,2000.0,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,100.0,,100.0,PS2,Racing,7.29986846340217
Haunted Casino,1996.0,Societa,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,SAT,Adventure,7.107154401809623
High School Musical: Sing It!,2007.0,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,100.0,,100.0,PS2,Misc,7.076225888860728
Super Soccer,1991.0,Nintendo,0.0,0.0,0.38,0.0,0.38,100.0,,100.0,SNES,Sports,7.344187092374909
Pro Yakyuu Famista DS,2007.0,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,100.0,,100.0,DS,Sports,7.0826293769664685
Disney's 102 Dalmatians: Puppies to the Rescue,2000.0,Eidos Interactive,0.34,0.23,0.0,0.04,0.62,100.0,,100.0,PS,Platform,6.938929083214648
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2006.0,IE Institute,0.0,0.0,0.66,0.0,0.66,100.0,,100.0,DS,Misc,6.573933139485331
Deal or No Deal,2007.0,Mindscape,1.15,0.41,0.0,0.15,1.71,100.0,,100.0,DS,Misc,7.0225975913339385
Lovely Lisa and Friends,2010.0,Tomy Corporation,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,DS,Simulation,6.935082421705545
Arx Fatalis,2003.0,Mindscape,0.04,0.01,0.0,0.0,0.05,100.0,,100.0,XB,Role-Playing,7.538633918552158
Triggerheart Excelica Enhanced,2009.0,Alchemist,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Shooter,6.906729737364495
Psycho-Pass,2014.0,5pb,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,XOne,Adventure,7.122631910239923
Detective Conan: Marionette Symphony,2013.0,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,3DS,Adventure,6.95570203347399
Marble Madness / Klax,2005.0,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,GBA,Puzzle,6.568736069720404
God of War III,2010.0,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,100.0,,100.0,PS3,Action,8.48557835880715
Pet in TV,1997.0,Sony Computer Entertainment,0.0,0.0,0.38,0.03,0.4,100.0,,100.0,PS,Strategy,7.516804745362039
The Lord of the Rings: Conquest,2009.0,Electronic Arts,0.38,0.26,0.0,0.12,0.76,100.0,,100.0,PS3,Action,7.269531833351475
Super Mario Land 3: Wario Land,1994.0,Nintendo,2.49,0.98,1.57,0.15,5.19,100.0,,100.0,GB,Platform,8.5
Puyo Pop Fever (JP sales),2004.0,Ignition Entertainment,0.0,0.0,0.09,0.0,0.09,100.0,,100.0,DS,Puzzle,7.095124272467542
Silent Scope,2000.0,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.38,100.0,,100.0,PS2,Shooter,7.0664801535902
Final Fantasy X / X-2 HD Remaster,2013.0,Square Enix,0.43,0.4,0.32,0.18,1.33,100.0,,100.0,PS3,Role-Playing,7.892598929864841
Freddi Fish: Kelp Seed Mystery,2008.0,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,100.0,,100.0,Wii,Adventure,7.2822452372870545
PictoImage,2007.0,Sega,0.1,0.0,0.0,0.01,0.1,100.0,,100.0,DS,Puzzle,6.503042809279947
Gods Eater Burst,2010.0,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,100.0,,100.0,PSP,Action,6.46915374736606
Harukanaru Augusta 2: Masters,1993.0,T&E Soft,0.0,0.0,0.12,0.0,0.12,100.0,,100.0,SNES,Sports,7.329753278192646
Pokemon Red/Pokemon Blue,1996.0,Nintendo,11.27,8.89,10.22,1.0,31.37,100.0,,100.0,GB,Role-Playing,8.820271136796137
Higurashi Daybreak Portable,2008.0,Alchemist,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSP,Adventure,7.064591421188939
Super Robot Wars BX,2015.0,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,3DS,Action,6.750015612528368
Derby Tsuku 5: Derby Uma o Tsukurou!,2006.0,Sega,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PS2,Sports,7.165907647187974
Arabians Lost: The Engagement on Desert,2007.0,Prototype,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.78552960266947
Disney Guilty Party,2010.0,Disney Interactive Studios,0.43,0.0,0.0,0.03,0.46,100.0,,100.0,Wii,Misc,6.93699322534624
Justice League: Chronicles,2003.0,Midway Games,0.03,0.01,0.0,0.0,0.04,100.0,,100.0,GBA,Platform,6.9302034813815165
Moto Racer Advance,2002.0,Ubisoft,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Racing,7.171867742112148
Cabela's Dangerous Hunts 2,2005.0,Activision,0.19,0.15,0.0,0.05,0.39,100.0,,100.0,PS2,Sports,7.308209506786558
Brave Story: Boku no Kioku to Negai,2006.0,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Role-Playing,7.041385878565957
Sword Art Online: Hollow Fragment,2014.0,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,100.0,,100.0,PSV,Role-Playing,7.298056218998255
English Training: Have Fun Improving Your Skills!,2006.0,Nintendo,0.0,0.99,2.32,0.02,3.33,100.0,,100.0,DS,Misc,8.5
NFL Blitz,1998.0,Midway Games,1.41,0.05,0.0,0.04,1.5,100.0,,100.0,PS,Sports,8.5
Power Rangers: Ninja Storm,2003.0,THQ,0.24,0.09,0.0,0.01,0.33,100.0,,100.0,GBA,Misc,6.565811433414633
The King of Fighters: Maximum Impact - Maniax,2004.0,Unknown,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,XB,Fighting,7.230540105293673
Tony Hawk's American Wasteland,2005.0,Activision,0.4,0.2,0.0,0.03,0.62,100.0,,100.0,XB,Sports,8.02952162861785
Ookami Kakushi,2009.0,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,100.0,,100.0,PSP,Action,6.774416132646747
PoPoLoCrois: Hajimari no Bouken,2002.0,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,100.0,,100.0,PS2,Role-Playing,6.9544948161881335
Fit in Six,2011.0,Ubisoft,0.12,0.0,0.0,0.01,0.13,100.0,,100.0,PS3,Sports,7.103264228343901
Sitting Ducks,2003.0,LSP Games,0.03,0.02,0.0,0.01,0.05,100.0,,100.0,PS2,Platform,7.314609081619002
Harukanaru Toki no Naka de 6,2015.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Action,6.670684843282281
Pet Pals: New Leash on Life,2010.0,Destineer,0.05,0.0,0.0,0.0,0.05,100.0,,100.0,DS,Simulation,7.041342098033013
Outlaw Volleyball,2003.0,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,100.0,,100.0,XB,Sports,7.520297774508518
The BIGS 2,2009.0,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,100.0,,100.0,Wii,Sports,7.235798134507317
Blazing Souls: Accelate,2009.0,Idea Factory,0.04,0.0,0.01,0.0,0.05,100.0,,100.0,PSP,Role-Playing,7.308265393857712
DDRMAX2: Dance Dance Revolution,2003.0,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,100.0,,100.0,PS2,Simulation,8.235
Vitamin Y,2008.0,D3Publisher,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,DS,Adventure,6.975721421899605
PGA European Tour,2000.0,Infogrames,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,N64,Sports,7.277875371643423
Madden NFL 07,2006.0,Electronic Arts,3.63,0.24,0.01,0.61,4.49,100.0,,100.0,PS2,Sports,8.448
Hyper Formation Soccer,1995.0,Human Entertainment,0.0,0.0,0.1,0.01,0.11,100.0,,100.0,PS,Sports,6.848210305711572
Happiness! De-Lucks,2007.0,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PS2,Adventure,6.739454764659061
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,2008.0,Russel,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PS2,Adventure,7.036081474880892
Seisou no Amazones,2013.0,Arc System Works,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,3DS,Role-Playing,7.131405769858136
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,2007.0,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Action,6.899298534023677
Yager,2003.0,THQ,0.03,0.01,0.0,0.0,0.05,100.0,,100.0,XB,Shooter,7.390878099583288
Kirby: Canvas Curse,2005.0,Nintendo,0.37,0.0,0.32,0.04,0.73,100.0,,100.0,DS,Platform,7.771717168766567
Frozen: Olaf's Quest,2013.0,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69,100.0,,100.0,DS,Platform,7.017253424869091
Yarudora Series Vol.1: Double Cast,1998.0,Sony Computer Entertainment,0.0,0.0,0.35,0.02,0.37,100.0,,100.0,PS,Adventure,7.467795248077286
Scooby Doo and the Cyber Chase,2001.0,THQ,0.59,1.23,0.0,0.13,1.94,100.0,,100.0,PS,Adventure,6.5
Super Robot Spirits,1998.0,Banpresto,0.0,0.0,0.04,0.03,0.07,100.0,,100.0,N64,Fighting,7.133607947128671
International Superstar Soccer Pro '98,1998.0,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,100.0,,100.0,PS,Sports,7.193219032389072
ESPN NHL Hockey,2003.0,Sega,0.11,0.09,0.0,0.03,0.23,100.0,,100.0,PS2,Sports,7.216591008086533
Super Monkey Ball Adventure,2006.0,Sega,0.12,0.03,0.0,0.0,0.15,100.0,,100.0,GC,Platform,7.039512602862144
Sonic PC Collection,2009.0,Sega,0.0,0.04,0.0,0.01,0.04,100.0,,100.0,PC,Misc,6.775656959211243
Wantame Music Channel: Doko Demo Style,2007.0,Capcom,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,DS,Misc,6.669284569785989
Valkyria Chronicles,2008.0,Sega,0.71,0.2,0.24,0.13,1.29,100.0,,100.0,PS3,Role-Playing,8.336667212681736
MLB Inside Pitch 2003,2003.0,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,100.0,,100.0,XB,Sports,7.644992661226311
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,2005.0,THQ,0.22,0.08,0.0,0.01,0.31,100.0,,100.0,GBA,Action,6.589906351984813
Just Dance 2016,2015.0,Ubisoft,0.52,0.59,0.0,0.1,1.2,100.0,,100.0,Wii,Misc,7.257455204127867
R.B.I. Baseball 2016,2016.0,MLB.com,0.04,0.0,0.0,0.0,0.04,100.0,,100.0,XOne,Sports,7.193571800332082
World Fantasista,2002.0,SquareSoft,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,PS2,Sports,6.886964724050846
WipEout 3,1999.0,Psygnosis,0.19,0.13,0.0,0.02,0.34,100.0,,100.0,PS,Racing,6.811727146011371
